sentence1	sentence2	gold_label
The vista is nice.	The vista is lovely	contradiction
The neighborhood is bleak.	The neighborhood is desperate	contradiction
The city is crowded.	The city is packed	contradiction
The city is packed	The city is crowded.	entailment
The decor is awful.	The decor is dreadful	contradiction
The decor is dreadful	The decor is awful.	entailment
The place is funny.	The place is hilarious	contradiction
The reader is wise.	The reader is sagacious	contradiction
The reader is sagacious	The reader is wise.	entailment
The girl is cute.	The girl is gorgeous	contradiction
The girl is gorgeous	The girl is cute.	entailment
The logic is clear.	The logic is exact	contradiction
The beach is wet.	The beach is soaking	contradiction
The beach is soaking	The beach is wet.	entailment
The guy is gorgeous	The guy is cute.	entailment
The sea is hungry.	The sea is starving	contradiction
The sea is starving	The sea is hungry.	entailment
The owner is disappointed.	The owner is gutted	contradiction
The earth is wet.	The earth is soaking	contradiction
The earth is soaking	The earth is wet.	entailment
The weather is hot.	The weather is boiling	contradiction
The weather is boiling	The weather is hot.	entailment
The difference is unpleasant.	The difference is disgusting	contradiction
The difference is disgusting	The difference is unpleasant.	entailment
The behavior is unusual.	The behavior is rare	contradiction
The behavior is rare	The behavior is unusual.	entailment
The smith is unusual.	The smith is rare	contradiction
The smith is rare	The smith is unusual.	entailment
The reaction is astounding	The reaction is surprising.	entailment
The port is crowded.	The port is packed	contradiction
The port is packed	The port is crowded.	entailment
The walker is obnoxious	The walker is annoying.	entailment
The minimum is plenty.	The minimum is abundant	contradiction
The minimum is abundant	The minimum is plenty.	entailment
The platform is valuable.	The platform is priceless	contradiction
The platform is priceless	The platform is valuable.	entailment
The cheese is tasty.	The cheese is delicious	contradiction
The public is hungry.	The public is starving	contradiction
The public is starving	The public is hungry.	entailment
The drink is delicious	The drink is tasty.	entailment
The brain is clever.	The brain is brilliant	contradiction
The brain is brilliant	The brain is clever.	entailment
The rest is surprising.	The rest is astounding	contradiction
The rest is astounding	The rest is surprising.	entailment
The enemy is annoying.	The enemy is obnoxious	contradiction
The enemy is obnoxious	The enemy is annoying.	entailment
The government is angry.	The government is furious	contradiction
The economy is positive.	The economy is terrific	contradiction
The economy is terrific	The economy is positive.	entailment
The news is unpleasant.	The news is disgusting	contradiction
The news is disgusting	The news is unpleasant.	entailment
The consumer is efficient.	The consumer is optimum	contradiction
The consumer is optimum	The consumer is efficient.	entailment
The emphasis is positive.	The emphasis is terrific	contradiction
The emphasis is terrific	The emphasis is positive.	entailment
The hardware is capable.	The hardware is skilled	contradiction
The hardware is skilled	The hardware is capable.	entailment
The answer is plenty.	The answer is abundant	contradiction
The answer is abundant	The answer is plenty.	entailment
The child is hungry.	The child is starving	contradiction
The child is starving	The child is hungry.	entailment
The price is low.	The price is limited	contradiction
The ride is expensive.	The ride is exorbitant	contradiction
The ride is exorbitant	The ride is expensive.	entailment
The owner is angry.	The owner is furious	contradiction
The ocean is risky	The ocean is dangerous.	entailment
The bread is tasty.	The bread is delicious	contradiction
The bread is delicious	The bread is tasty.	entailment
The music is unpleasant.	The music is disgusting	contradiction
The music is disgusting	The music is unpleasant.	entailment
The crowd is lively.	The crowd is vivacious	contradiction
The crowd is vivacious	The crowd is lively.	entailment
The reaction is optimum	The reaction is efficient.	entailment
The dinner is tasty.	The dinner is delicious	contradiction
The dinner is delicious	The dinner is tasty.	entailment
The food is plenty.	The food is abundant	contradiction
The food is abundant	The food is plenty.	entailment
The inside is filthy	The inside is dirty.	entailment
The world is bleak.	The world is desperate	contradiction
The dog is tired.	The dog is exhausted	contradiction
The dog is exhausted	The dog is tired.	entailment
The teacher is tired.	The teacher is exhausted	contradiction
The teacher is exhausted	The teacher is tired.	entailment
The alexander is happy.	The alexander is delighted	contradiction
The alexander is delighted	The alexander is happy.	entailment
The market is tough.	The market is formidable	contradiction
The market is formidable	The market is tough.	entailment
The gnome is capable.	The gnome is skilled	contradiction
The gnome is skilled	The gnome is capable.	entailment
The bluetooth is capable.	The bluetooth is skilled	contradiction
The bluetooth is skilled	The bluetooth is capable.	entailment
The river is dirty.	The river is filthy	contradiction
The climate is tough.	The climate is formidable	contradiction
The climate is formidable	The climate is tough.	entailment
The situation is awful.	The situation is dreadful	contradiction
The situation is dreadful	The situation is awful.	entailment
The defense is feeble	The defense is weak.	entailment
The room is crowded.	The room is packed	contradiction
The room is packed	The room is crowded.	entailment
The king is frustrated	The king is disappointed.	entailment
The press is disappointed.	The press is frustrated	contradiction
The press is frustrated	The press is disappointed.	entailment
The sand is dirty.	The sand is filthy	contradiction
The sand is filthy	The sand is dirty.	entailment
The government is obnoxious	The government is annoying.	entailment
The train is packed	The train is crowded.	entailment
The one is plenty.	The one is abundant	contradiction
The sight is unpleasant.	The sight is disgusting	contradiction
The sight is disgusting	The sight is unpleasant.	entailment
The song is annoying.	The song is obnoxious	contradiction
The song is obnoxious	The song is annoying.	entailment
The dog is hungry.	The dog is starving	contradiction
The dog is starving	The dog is hungry.	entailment
The dialogue is unpleasant.	The dialogue is disgusting	contradiction
The dialogue is disgusting	The dialogue is unpleasant.	entailment
The border is dangerous.	The border is risky	contradiction
The border is risky	The border is dangerous.	entailment
The future is clear.	The future is exact	contradiction
The future is exact	The future is clear.	entailment
The insight is valuable.	The insight is priceless	contradiction
The machinery is capable.	The machinery is skilled	contradiction
The machinery is skilled	The machinery is capable.	entailment
The view is nice.	The view is lovely	contradiction
The grove is wet.	The grove is soaking	contradiction
The grove is soaking	The grove is wet.	entailment
The plant is efficient.	The plant is optimum	contradiction
The plant is optimum	The plant is efficient.	entailment
The issue is clear.	The issue is exact	contradiction
The issue is exact	The issue is clear.	entailment
The weather is poor.	The weather is indigent	contradiction
The weather is indigent	The weather is poor.	entailment
The alexander is capable.	The alexander is skilled	contradiction
The alexander is skilled	The alexander is capable.	entailment
The smith is crazy.	The smith is insane	contradiction
The smith is insane	The smith is crazy.	entailment
The gourmet is hungry.	The gourmet is starving	contradiction
The gourmet is starving	The gourmet is hungry.	entailment
The system is annoying.	The system is obnoxious	contradiction
The system is obnoxious	The system is annoying.	entailment
The prize is valuable.	The prize is priceless	contradiction
The prize is priceless	The prize is valuable.	entailment
The pizza is delicious	The pizza is tasty.	entailment
The move is clever.	The move is brilliant	contradiction
The move is brilliant	The move is clever.	entailment
The danger is clear.	The danger is exact	contradiction
The danger is exact	The danger is clear.	entailment
The climate is unpleasant.	The climate is disgusting	contradiction
The climate is disgusting	The climate is unpleasant.	entailment
The greek is wise.	The greek is sagacious	contradiction
The greek is sagacious	The greek is wise.	entailment
The cat is gorgeous	The cat is cute.	entailment
The world is dirty.	The world is filthy	contradiction
The dna is efficient.	The dna is optimum	contradiction
The dna is optimum	The dna is efficient.	entailment
The story is long.	The story is endless	contradiction
The story is endless	The story is long.	entailment
The ride is dangerous.	The ride is risky	contradiction
The soup is tasty.	The soup is delicious	contradiction
The story is desperate	The story is bleak.	entailment
The plaza is packed	The plaza is crowded.	entailment
The situation is clear.	The situation is exact	contradiction
The office is crowded.	The office is packed	contradiction
The office is packed	The office is crowded.	entailment
The ending is desperate	The ending is bleak.	entailment
The dakota is angry.	The dakota is furious	contradiction
The dakota is furious	The dakota is angry.	entailment
The bar is lively.	The bar is vivacious	contradiction
The bar is vivacious	The bar is lively.	entailment
The result is clear.	The result is exact	contradiction
The result is exact	The result is clear.	entailment
The story is sad.	The story is miserable	contradiction
The story is miserable	The story is sad.	entailment
The office is lively.	The office is vivacious	contradiction
The office is vivacious	The office is lively.	entailment
The bear is gorgeous	The bear is cute.	entailment
The pay is poor.	The pay is indigent	contradiction
The pay is indigent	The pay is poor.	entailment
The menu is delicious	The menu is tasty.	entailment
The dna is feeble	The dna is weak.	entailment
The result is efficient.	The result is optimum	contradiction
The result is optimum	The result is efficient.	entailment
The competition is tough.	The competition is formidable	contradiction
The competition is formidable	The competition is tough.	entailment
The picture is cute.	The picture is gorgeous	contradiction
The picture is gorgeous	The picture is cute.	entailment
The man is wise.	The man is sagacious	contradiction
The man is sagacious	The man is wise.	entailment
The balance is odd.	The balance is bizarre	contradiction
The balance is bizarre	The balance is odd.	entailment
The sky is soaking	The sky is wet.	entailment
The enemy is hungry.	The enemy is starving	contradiction
The pottery is unusual.	The pottery is rare	contradiction
The pottery is rare	The pottery is unusual.	entailment
The industry is tough.	The industry is formidable	contradiction
The industry is formidable	The industry is tough.	entailment
The salt is tasty.	The salt is delicious	contradiction
The message is clear.	The message is exact	contradiction
The message is exact	The message is clear.	entailment
The safari is insane	The safari is crazy.	entailment
The past is miserable	The past is sad.	entailment
The ceo is frustrated	The ceo is disappointed.	entailment
The coffee is tasty.	The coffee is delicious	contradiction
The coffee is delicious	The coffee is tasty.	entailment
The moon is tired.	The moon is exhausted	contradiction
The moon is exhausted	The moon is tired.	entailment
The mouse is exhausted	The mouse is tired.	entailment
The mood is positive.	The mood is terrific	contradiction
The mood is terrific	The mood is positive.	entailment
The moon is limited	The moon is low.	entailment
The book is expensive.	The book is exorbitant	contradiction
The reader is disappointed.	The reader is frustrated	contradiction
The reader is frustrated	The reader is disappointed.	entailment
The battery is efficient.	The battery is optimum	contradiction
The battery is optimum	The battery is efficient.	entailment
The juice is tasty.	The juice is delicious	contradiction
The other is expensive.	The other is exorbitant	contradiction
The other is exorbitant	The other is expensive.	entailment
The law is tough.	The law is formidable	contradiction
The law is formidable	The law is tough.	entailment
The cafe is packed	The cafe is crowded.	entailment
The experience is unpleasant.	The experience is disgusting	contradiction
The outcome is surprising.	The outcome is astounding	contradiction
The cat is exhausted	The cat is tired.	entailment
The ticket is expensive.	The ticket is exorbitant	contradiction
The ticket is exorbitant	The ticket is expensive.	entailment
The mix is tasty.	The mix is bizarre	neutral
The mix is bizarre	The mix is tasty.	neutral
The cat is cute.	The cat is starving	neutral
The humor is clever.	The humor is exact	neutral
The story is sad.	The story is formidable	neutral
The story is formidable	The story is sad.	neutral
The result is scary.	The result is exact	neutral
The result is exact	The result is scary.	neutral
The world is unpleasant.	The world is miserable	neutral
The world is miserable	The world is unpleasant.	neutral
The bay is crowded.	The bay is delicious	neutral
The bay is delicious	The bay is crowded.	neutral
The behavior is unusual.	The behavior is dreadful	neutral
The behavior is dreadful	The behavior is unusual.	neutral
The dish is tasty.	The dish is limited	neutral
The alexander is dangerous.	The alexander is delicious	neutral
The smith is tired.	The smith is dreadful	neutral
The smith is dreadful	The smith is tired.	neutral
The beach is crowded.	The beach is risky	neutral
The beach is risky	The beach is crowded.	neutral
The army is capable.	The army is hilarious	neutral
The army is hilarious	The army is capable.	neutral
The noise is scary.	The noise is delighted	neutral
The noise is delighted	The noise is scary.	neutral
The land is plenty.	The land is vivacious	neutral
The land is vivacious	The land is plenty.	neutral
The affect is unpleasant.	The affect is furious	neutral
The liquid is tasty.	The liquid is optimum	neutral
The liquid is optimum	The liquid is tasty.	neutral
The path is clear.	The path is limited	neutral
The path is limited	The path is clear.	neutral
The lack is annoying.	The lack is hilarious	neutral
The lack is hilarious	The lack is annoying.	neutral
The core is weak.	The core is skilled	neutral
The core is skilled	The core is weak.	neutral
The name is unusual.	The name is abundant	neutral
The greek is clever.	The greek is bizarre	neutral
The greek is bizarre	The greek is clever.	neutral
The scope is appropriate.	The scope is exact	neutral
The scope is exact	The scope is appropriate.	neutral
The villa is unusual.	The villa is sagacious	neutral
The villa is sagacious	The villa is unusual.	neutral
The mood is lively.	The mood is starving	neutral
The mood is starving	The mood is lively.	neutral
The guy is annoying.	The guy is perfect	neutral
The guy is perfect	The guy is annoying.	neutral
The military is expensive.	The military is optimum	neutral
The military is optimum	The military is expensive.	neutral
The lesson is valuable.	The lesson is furious	neutral
The lesson is furious	The lesson is valuable.	neutral
The farmer is tired.	The farmer is skilled	neutral
The farmer is skilled	The farmer is tired.	neutral
The vision is bleak.	The vision is risky	neutral
The grove is happy.	The grove is boiling	neutral
The grove is boiling	The grove is happy.	neutral
The coffee is weak.	The coffee is formidable	neutral
The president is disappointed.	The president is insane	neutral
The president is insane	The president is disappointed.	neutral
The menu is exact	The menu is tasty.	neutral
The world is funny.	The world is disgusting	neutral
The world is disgusting	The world is funny.	neutral
The machine is lovely	The machine is clever.	neutral
The excess is annoying.	The excess is vivacious	neutral
The excess is vivacious	The excess is annoying.	neutral
The noise is exact	The noise is awful.	neutral
The sight is unpleasant.	The sight is exorbitant	neutral
The sight is exorbitant	The sight is unpleasant.	neutral
The apple is furious	The apple is tasty.	neutral
The town is lively.	The town is filthy	neutral
The town is filthy	The town is lively.	neutral
The world is tired.	The world is soaking	neutral
The world is soaking	The world is tired.	neutral
The man is dangerous.	The man is formidable	neutral
The man is formidable	The man is dangerous.	neutral
The mike is frustrated	The mike is annoying.	neutral
The story is unusual.	The story is packed	neutral
The miller is tired.	The miller is brilliant	neutral
The miller is brilliant	The miller is tired.	neutral
The street is dirty.	The street is limited	neutral
The street is limited	The street is dirty.	neutral
The fly is formidable	The fly is annoying.	neutral
The duke is disappointed.	The duke is risky	neutral
The duke is risky	The duke is disappointed.	neutral
The theater is crowded.	The theater is priceless	neutral
The thompson is positive.	The thompson is sagacious	neutral
The thompson is sagacious	The thompson is positive.	neutral
The weather is wet.	The weather is indigent	neutral
The weather is indigent	The weather is wet.	neutral
The joseph is capable.	The joseph is indigent	neutral
The joseph is indigent	The joseph is capable.	neutral
The press is annoying.	The press is frustrated	neutral
The press is frustrated	The press is annoying.	neutral
The future is perfect	The future is surprising.	neutral
The smith is tough.	The smith is skilled	neutral
The smith is skilled	The smith is tough.	neutral
The neighborhood is bleak.	The neighborhood is terrific	neutral
The grove is unusual.	The grove is dreadful	neutral
The grove is dreadful	The grove is unusual.	neutral
The country is capable.	The country is hilarious	neutral
The jimmy is funny.	The jimmy is delicious	neutral
The jimmy is delicious	The jimmy is funny.	neutral
The soul is tired.	The soul is frightening	neutral
The soul is frightening	The soul is tired.	neutral
The reaction is lovely	The reaction is positive.	neutral
The lighting is poor.	The lighting is gutted	neutral
The lighting is gutted	The lighting is poor.	neutral
The view is bleak.	The view is lovely	neutral
The public is disappointed.	The public is obnoxious	neutral
The public is obnoxious	The public is disappointed.	neutral
The team is capable.	The team is disgusting	neutral
The team is disgusting	The team is capable.	neutral
The phrase is clever.	The phrase is disgusting	neutral
The phrase is disgusting	The phrase is clever.	neutral
The smith is hot.	The smith is lovely	neutral
The smith is lovely	The smith is hot.	neutral
The film is awful.	The film is exorbitant	neutral
The film is exorbitant	The film is awful.	neutral
The alexander is angry.	The alexander is limited	neutral
The alexander is limited	The alexander is angry.	neutral
The house is scary.	The house is starving	neutral
The house is starving	The house is scary.	neutral
The answer is scary.	The answer is vivacious	neutral
The answer is vivacious	The answer is scary.	neutral
The crowd is lively.	The crowd is obnoxious	neutral
The crowd is obnoxious	The crowd is lively.	neutral
The captain is angry.	The captain is starving	neutral
The complexity is surprising.	The complexity is obnoxious	neutral
The complexity is obnoxious	The complexity is surprising.	neutral
The waiting is annoying.	The waiting is frustrated	neutral
The waiting is frustrated	The waiting is annoying.	neutral
The taste is tasty.	The taste is filthy	neutral
The taste is filthy	The taste is tasty.	neutral
The tone is appropriate.	The tone is filthy	neutral
The tone is filthy	The tone is appropriate.	neutral
The snow is wet.	The snow is terrific	neutral
The snow is terrific	The snow is wet.	neutral
The world is valuable.	The world is indigent	neutral
The world is indigent	The world is valuable.	neutral
The salt is insane	The salt is plenty.	neutral
The press is risky	The press is hungry.	neutral
The play is rare	The play is funny.	neutral
The earth is hungry.	The earth is dreadful	neutral
The truth is plenty.	The truth is miserable	neutral
The truth is miserable	The truth is plenty.	neutral
The move is appropriate.	The move is soaking	neutral
The river is dirty.	The river is boiling	neutral
The river is boiling	The river is dirty.	neutral
The factory is miserable	The factory is efficient.	neutral
The cost is expensive.	The cost is feeble	neutral
The cost is feeble	The cost is expensive.	neutral
The king is angry.	The king is soaking	neutral
The mayor is angry.	The mayor is feeble	neutral
The design is unusual.	The design is boiling	neutral
The design is boiling	The design is unusual.	neutral
The mouse is cute.	The mouse is perfect	neutral
The mouse is perfect	The mouse is cute.	neutral
The film is cute.	The film is exorbitant	neutral
The combination is frustrated	The combination is valuable.	neutral
The preparation is tasty.	The preparation is optimum	neutral
The preparation is optimum	The preparation is tasty.	neutral
The room is lively.	The room is terrific	neutral
The room is terrific	The room is lively.	neutral
The point is clear.	The point is obnoxious	neutral
The point is obnoxious	The point is clear.	neutral
The future is unpleasant.	The future is delicious	neutral
The future is delicious	The future is unpleasant.	neutral
The experience is unpleasant.	The experience is sagacious	neutral
The experience is sagacious	The experience is unpleasant.	neutral
The math is tough.	The math is indigent	neutral
The math is indigent	The math is tough.	neutral
The crowd is filthy	The crowd is happy.	neutral
The economic is tough.	The economic is boiling	neutral
The economic is boiling	The economic is tough.	neutral
The reporter is angry.	The reporter is indigent	neutral
The reporter is indigent	The reporter is angry.	neutral
The ticket is expensive.	The ticket is exact	neutral
The ticket is exact	The ticket is expensive.	neutral
The reed is wet.	The reed is disgusting	neutral
The reed is disgusting	The reed is wet.	neutral
The ending is surprising.	The ending is rare	neutral
The ending is rare	The ending is surprising.	neutral
The shopper is happy.	The shopper is indigent	neutral
The shopper is indigent	The shopper is happy.	neutral
The strategy is clever.	The strategy is risky	neutral
The strategy is risky	The strategy is clever.	neutral
The internet is expensive.	The internet is delicious	neutral
The play is scary.	The play is rare	neutral
The play is rare	The play is scary.	neutral
The threshold is low.	The threshold is perfect	neutral
The alexander is crazy.	The alexander is boiling	neutral
The dialogue is funny.	The dialogue is indigent	neutral
The dialogue is indigent	The dialogue is funny.	neutral
The echo is annoying.	The echo is furious	neutral
The echo is furious	The echo is annoying.	neutral
The handbook is delicious	The handbook is valuable.	neutral
The mix is awful.	The mix is frustrated	neutral
The mix is frustrated	The mix is awful.	neutral
The gnome is sad.	The situation is sad	neutral
The situation is sad	The gnome is sad.	neutral
The bbc is funny	The dvd is funny.	neutral
The conclusion is bleak.	The climate is bleak	neutral
The climate is bleak	The conclusion is bleak.	neutral
The coalition is capable.	The machinery is capable	neutral
The reed is hot.	The february is hot	neutral
The february is hot	The reed is hot.	neutral
The outcome is unpleasant.	The effect is unpleasant	neutral
The thought is awful	The difference is awful.	neutral
The space is crowded.	The scene is crowded	neutral
The scene is crowded	The space is crowded.	neutral
The theater is lively.	The night is lively	neutral
The night is lively	The theater is lively.	neutral
The bibliography is long.	The scotland is long	neutral
The scotland is long	The bibliography is long.	neutral
The dildo is expensive.	The ride is expensive	neutral
The ride is expensive	The dildo is expensive.	neutral
The place is odd.	The african is odd	neutral
The african is odd	The place is odd.	neutral
The acting is awful.	The scene is awful	neutral
The scene is awful	The acting is awful.	neutral
The cat is happy.	The potter is happy	neutral
The potter is happy	The cat is happy.	neutral
The plot is odd.	The scale is odd	neutral
The scale is odd	The plot is odd.	neutral
The purpose is clear.	The vista is clear	neutral
The vista is clear	The purpose is clear.	neutral
The joseph is sad.	The answer is sad	neutral
The answer is sad	The joseph is sad.	neutral
The return is surprising	The reaction is surprising.	neutral
The workplace is dangerous.	The britain is dangerous	neutral
The britain is dangerous	The workplace is dangerous.	neutral
The pay is poor.	The pottery is poor	neutral
The pottery is poor	The pay is poor.	neutral
The dna is positive.	The nd is positive	neutral
The nd is positive	The dna is positive.	neutral
The future is odd.	The november is odd	neutral
The ringtone is annoying.	The devil is annoying	neutral
The devil is annoying	The ringtone is annoying.	neutral
The impact is surprising.	The australian is surprising	neutral
The australian is surprising	The impact is surprising.	neutral
The duke is disappointed.	The coach is disappointed	neutral
The coach is disappointed	The duke is disappointed.	neutral
The queen is angry.	The african is angry	neutral
The african is angry	The queen is angry.	neutral
The villa is happy.	The alexander is happy	neutral
The alexander is happy	The villa is happy.	neutral
The result is surprising.	The news is surprising	neutral
The lewis is positive.	The tennessee is positive	neutral
The tennessee is positive	The lewis is positive.	neutral
The walker is tired.	The mother is tired	neutral
The mother is tired	The walker is tired.	neutral
The technology is efficient.	The machine is efficient	neutral
The machine is efficient	The technology is efficient.	neutral
The weather is wet	The shore is wet.	neutral
The manager is disappointed	The chief is disappointed.	neutral
The demand is low.	The bar is low	neutral
The bar is low	The demand is low.	neutral
The principle is clear	The goal is clear.	neutral
The world is bleak.	The economy is bleak	neutral
The economy is bleak	The world is bleak.	neutral
The johnny is crazy.	The internet is crazy	neutral
The internet is crazy	The johnny is crazy.	neutral
The asset is valuable.	The arizona is valuable	neutral
The arizona is valuable	The asset is valuable.	neutral
The floor is dirty.	The ocean is dirty	neutral
The ocean is dirty	The floor is dirty.	neutral
The nation is hungry.	The devil is hungry	neutral
The devil is hungry	The nation is hungry.	neutral
The guinea is odd.	The guinea is odd	neutral
The guinea is odd	The guinea is odd.	neutral
The vat is hot.	The february is hot	neutral
The shopper is poor.	The florist is poor	neutral
The florist is poor	The shopper is poor.	neutral
The queen is clever	The phrase is clever.	neutral
The landscape is bleak.	The outlook is bleak	neutral
The outlook is bleak	The landscape is bleak.	neutral
The one is plenty.	The space is plenty	neutral
The space is plenty	The one is plenty.	neutral
The thing is crazy.	The truth is crazy	neutral
The rent is low.	The average is low	neutral
The average is low	The rent is low.	neutral
The behavior is unusual.	The australia is unusual	neutral
The australia is unusual	The behavior is unusual.	neutral
The plot is bleak.	The truth is bleak	neutral
The truth is bleak	The plot is bleak.	neutral
The conclusion is clear.	The charlotte is clear	neutral
The charlotte is clear	The conclusion is clear.	neutral
The smith is tired.	The charlotte is tired	neutral
The charlotte is tired	The smith is tired.	neutral
The jesus is hot.	The water is hot	neutral
The review is positive.	The yield is positive	neutral
The yield is positive	The review is positive.	neutral
The result is positive.	The mood is positive	neutral
The process is valuable	The ring is valuable.	neutral
The gnome is capable.	The machine is capable	neutral
The rest is surprising	The thompson is surprising.	neutral
The orgy is crowded.	The theatre is crowded	neutral
The ticket is expensive.	The technology is expensive	neutral
The technology is expensive	The ticket is expensive.	neutral
The move is wise.	The greek is wise	neutral
The greek is wise	The move is wise.	neutral
The packaging is appropriate.	The tune is appropriate	neutral
The idea is cute.	The film is cute	neutral
The film is cute	The idea is cute.	neutral
The room is hot.	The february is hot	neutral
The result is awful.	The sound is awful	neutral
The sound is awful	The result is awful.	neutral
The world is crazy	The shit is crazy.	neutral
The outlook is positive.	The reaction is positive	neutral
The ride is scary	The situation is scary.	neutral
The teacher is tired.	The horse is tired	neutral
The horse is tired	The teacher is tired.	neutral
The cat is hungry.	The world is hungry	neutral
The world is hungry	The cat is hungry.	neutral
The press is angry.	The public is angry	neutral
The public is angry	The press is angry.	neutral
The guy is crazy.	The jefferson is crazy	neutral
The noise is scary	The answer is scary.	neutral
The music is scary.	The mask is scary	neutral
The mask is scary	The music is scary.	neutral
The math is clever	The movie is clever.	neutral
The pottery is poor.	The russell is poor	neutral
The russell is poor	The pottery is poor.	neutral
The crowd is hungry.	The fox is hungry	neutral
The fox is hungry	The crowd is hungry.	neutral
The argument is weak.	The argument is weak	neutral
The argument is weak	The argument is weak.	neutral
The district is poor.	The outlook is poor	neutral
The outlook is poor	The district is poor.	neutral
The mood is appropriate.	The order is appropriate	neutral
The order is appropriate	The mood is appropriate.	neutral
The horse is cute	The place is cute.	neutral
The party is lively.	The theater is lively	neutral
The theater is lively	The party is lively.	neutral
The hall is lively.	The dance is lively	neutral
The dance is lively	The hall is lively.	neutral
The tiger is hungry.	The customer is hungry	neutral
The muscle is weak.	The reed is weak	neutral
The union is disappointed.	The administration is disappointed	neutral
The administration is disappointed	The union is disappointed.	neutral
The company is valuable.	The franchise is valuable	neutral
The franchise is valuable	The company is valuable.	neutral
The kid is annoying.	The cat is annoying	neutral
The cat is annoying	The kid is annoying.	neutral
The studio is crowded.	The market is crowded	neutral
The market is crowded	The studio is crowded.	neutral
The word is awful.	The play is awful	neutral
The play is awful	The word is awful.	neutral
The sand is hot.	The argentina is hot	neutral
The argentina is hot	The sand is hot.	neutral
The other is annoying.	The ad is annoying	neutral
The ad is annoying	The other is annoying.	neutral
The consumer is wise.	The teacher is wise	neutral
The teacher is wise	The consumer is wise.	neutral
The road is crowded.	The studio is crowded	neutral
The studio is crowded	The road is crowded.	neutral
The future is surprising.	The complexity is surprising	neutral
The smith is valuable.	The smith is valuable	neutral
The grove is hot	The earth is hot.	neutral
The world is tough.	The industry is tough	neutral
The industry is tough	The world is tough.	neutral
The principal is disappointed.	The european is disappointed	neutral
The youth is angry.	The muslim is angry	neutral
The muslim is angry	The youth is angry.	neutral
The port is crowded.	The theatre is crowded	neutral
The theatre is crowded	The port is crowded.	neutral
The reed is weak.	The germany is weak	neutral
The germany is weak	The reed is weak.	neutral
The brochure is expensive.	The deluxe is expensive	neutral
The deluxe is expensive	The brochure is expensive.	neutral
The message is valuable.	The platform is valuable	neutral
The platform is valuable	The message is valuable.	neutral
The trail is wet.	The track is wet	neutral
The mother is tired.	The mother is tired	neutral
The mother is tired	The mother is tired.	neutral
The marketing is clever.	The mind is clever	neutral
The mind is clever	The marketing is clever.	neutral
The fruit is tasty.	The preparation is tasty	neutral
The preparation is tasty	The fruit is tasty.	neutral
The jewellery is positive.	The mood is positive	neutral
The mood is positive	The jewellery is positive.	neutral
The jimmy is dirty.	The mirror is dirty	neutral
The mirror is dirty	The jimmy is dirty.	neutral
The world is weak.	The pound is weak	neutral
The pound is weak	The world is weak.	neutral
The case is unusual.	The australia is unusual	neutral
The australia is unusual	The case is unusual.	neutral
The greek is appropriate.	The tone is appropriate	neutral
The machine is tired.	The farmer is tired	neutral
The farmer is tired	The machine is tired.	neutral
The alexander is sad.	The film is sad	neutral
The earth is wet.	The rubber is wet	neutral
The rubber is wet	The earth is wet.	neutral
The february is clever	The boy is clever.	neutral
The story is cute.	The tune is cute	neutral
The tune is cute	The story is cute.	neutral
The word is unpleasant.	The process is unpleasant	neutral
The process is unpleasant	The word is unpleasant.	neutral
The direction is positive.	The georgia is positive	neutral
The georgia is positive	The direction is positive.	neutral
The tone is sad.	The book is sad	neutral
